Arrêt Code Long;Arrêt;Commune;Pays;CodeDidoc;Coordonnées;Actif
CLVP01;Chêne-Bougeries, Vert-Pré;CHÊNE-BOUGERIES;CH;8510679;46.187054, 6.176536;Y
JEUN01;Route des Jeunes;LANCY;CH;8592996;46.177166, 6.128586;N
CLYS00;Chemin des Clys;BELLEVUE;CH;8592645;46.249939, 6.130219;Y
JLIM02;Joli-Mont;GENÈVE;CH;8592845;46.221802, 6.117104;Y
CMDR00;Commanderie;PLAN-LES-OUATES;CH;;;N
JMEL00;Jumelles;THÔNEX;CH;8593114;46.207844, 6.218182;Y
CMDR01;Commanderie;PLAN-LES-OUATES;CH;;;N
JMEL02;Jumelles;THÔNEX;CH;8593114;46.207005, 6.218888;N
CMRE03;Communes Réunies;PLAN-LES-OUATES;CH;8593057;46.170856, 6.124065;N
JMON00;Saint-Genis-Jean Monnet;SAINT-GENIS-POUILLY;FR;1401031;46.244862, 6.022801;Y
CMRE99;Communes Réunies;PLAN-LES-OUATES;CH;8593057;46.170887, 6.124035;N
JMOU01;Jean Moulin;AMBILLY;FR;8595800;46.19421, 6.217023;N
CNDA00;Canada;VERNIER;CH;8593149;46.208828, 6.070288;Y
JMUS01;Jardin des Muses;ANNEMASSE;FR;8595798;46.194569, 6.244623;N
CNDL98;Genève, De-Candolle;GENÈVE;CH;8510865;46.197765, 6.145571;N
JOCT03;Jonction;GENÈVE;CH;8587062;46.201351, 6.129456;N
CNDL99;Genève, De-Candolle;GENÈVE;CH;8510865;46.198269, 6.144725;N
JOCT07;Jonction;GENÈVE;CH;8587062;46.200302, 6.129416;Y
COBI99;Colombières;VERSOIX;CH;8593184;46.279232, 6.163082;N
JOCT08;Jonction;GENÈVE;CH;8587062;46.200428, 6.129763;Y
COCA00;Corsier;CORSIER;CH;;46.261341, 6.230265;N
JOCT09;Jonction;GENÈVE;CH;8587062;46.201283, 6.129522;Y
COCH00;Chêne-Bougeries, Conches place;CHÊNE-BOUGERIES;CH;8587900;46.184666, 6.173806;Y
JOCT98;Jonction;GENÈVE;CH;8587062;46.201321, 6.126865;N
COE01;Parking COE;GENÈVE;CH;8505461;46.229656, 6.129747;N
JPRE00;Collège J. Prévert;GAILLARD;FR;8595764;46.184788, 6.215939;N
COLE02;Collège du Léman;VERSOIX;CH;8595665;46.290665, 6.156782;N
JPSA01;De-Sauvage;VERNIER;CH;8593161;46.213337, 6.103364;Y
COLG01;Collonges-Marronniers;VETRAZ-MONTHOUX;FR;8595767;46.176319, 6.252651;N
JUCLI00;Juvigny - Chef Lieu;JUVIGNY;FR;;46.215771, 6.280596;N
COLO03;Colovrex;BELLEVUE;CH;8587048;46.25581, 6.130195;N
JUCLI01;Juvigny - Chef Lieu;JUVIGNY;FR;;46.215637, 6.280322;N
COLO04;Colovrex;BELLEVUE;CH;8587048;46.256176, 6.134311;Y
JUFE01;Jules Ferry;ANNEMASSE;FR;;46.194019, 6.238067;N
COLO98;Colovrex;BELLEVUE;CH;8587048;46.255741, 6.130334;N
JUMR00;Jussy-Meurets;JUSSY;CH;8587068;46.236507, 6.271889;Y
COLSF00;Collège Lycée St François;VILLE-LA-GRAND;FR;;46.202839, 6.249999;N
JUMRST;Jussy-Meurets Staionnement;JUSSY;CH;8587068;46.236473, 6.272043;N
COLX00;Ferney-Levant;FERNEY-VOLTAIRE;FR;1401738;46.260517, 6.114932;Y
JUPL00;Jussy-Place;JUSSY;CH;8592968;46.234936, 6.264222;Y
COMA00;Collonges-Marché;COLLONGES-SOUS-SALÈVE;FR;1401636;46.141907, 6.138104;Y
JUPL98;Jussy-Place;JUSSY;CH;8592968;46.235622, 6.265626;N
COMA01;Collonges-Marché;COLLONGES-SOUS-SALÈVE;FR;1401636;46.141911, 6.138648;Y
JUPL99;Jussy-Place;JUSSY;CH;8592968;46.235695, 6.265967;N
COMB01;Combes;COLLONGE-BELLERIVE;CH;;;N
KEMP00;Kempinski;GENÈVE;CH;;46.210091, 6.151139;N
COMC01;Combes Chapuis;VERSOIX;CH;8595669;46.307018, 6.126379;Y
L_ANNE;LEX-Annemasse;;CH;;46.199532, 6.236908;N
CONF01;Confignon-Mairie;CONFIGNON;CH;8587051;46.173336, 6.084504;Y
L_CBSY;LEX_Chambésy;;CH;;46.242554, 6.147377;N
CONF99;Confignon (arrêt déplacé dir AVSY);CONFIGNON;CH;8587051;46.172821, 6.080463;N
L_CHBG;LEX-Chêne-Bourg;;CH;;46.19664, 6.195117;N
COPC00;Coprin-Chevelu;VILLE-LA-GRAND;FR;8595769;46.201527, 6.264113;N
L_CVIN;LEX-Genève-Cornavin;;CH;;46.210423, 6.142198;N
COPS99;Compesières;BARDONNEX;CH;8587050;46.151176, 6.122451;N
L_GEBE;LEX-Genthod-Bellevue;;CH;8587065;46.256828, 6.1539;N
COQA01;Docteur Coquand;VILLE-LA-GRAND;FR;;46.198322, 6.239468;N
L_MIES;LEX-Mies;;CH;;46.299774, 6.169469;N
CORB01;Corbillettes;LE GRAND-SACONNEX;CH;8592939;46.225075, 6.111645;Y
L_SATY;LEX-Satigny;;CH;;46.214199, 6.03754;N
CORD01;Concorde;GENÈVE;CH;8595018;46.205299, 6.114058;Y
L_TULE;LEX-Les Tuileries;;CH;8503229;46.250244, 6.14724;N
CORE01;Corbière;CHALLEX;FR;1401652;46.179253, 5.97635;Y
L_ZYMS;LEX-Zimeysa;;CH;;46.221233, 6.065788;N
CORN01;Cornières;VILLE-LA-GRAND;FR;8595771;46.201885, 6.234019;N
LABL00;La Blanche;VANDOEUVRES;CH;8593131;46.219135, 6.208221;Y
COSO00;Courson;ANIÈRES;CH;8595009;46.282658, 6.236382;Y
LABL01;La Blanche;VANDOEUVRES;CH;8593131;46.219143, 6.208325;Y
COSO01;Courson;ANIÈRES;CH;8595009;46.2826, 6.236099;Y
LACO01;Laconnex;LACONNEX;CH;8587074;46.155937, 6.036503;N
COTR01;Au Contour;PLAN-LES-OUATES;CH;8593051;46.162418, 6.102112;Y
LADA04;La Dame;COLLONGE-BELLERIVE;CH;8592735;46.251175, 6.219519;Y
COUST;Coutance Stationnement;GENÈVE;CH;8592812;46.207344, 6.142206;N
LADM01;Landecy-La Mûre;BARDONNEX;CH;8595013;46.14233, 6.133034;Y
COVI00;Corsinge-Village;MEINIER;CH;8587054;46.240307, 6.244592;Y
LADO01;La Donzelle;DARDAGNY;CH;8592767;46.184071, 6.007982;Y
COVI01;Corsinge-Village;MEINIER;CH;8587054;46.240456, 6.244888;Y
LAIT00;Plan-les-Ouates, Laiteries;PLAN-LES-OUATES;CH;8511188;46.168243, 6.106243;Y
CPAR98;Chemin du Paradis;SATIGNY;CH;8593094;46.212746, 6.023516;N
LAND01;Landecy;BARDONNEX;CH;8595013;46.148045, 6.130554;N
CPBL01;Chavannes-de-B.-Champs-Blancs;VAUD;CH;8587707;46.338837, 6.166204;N
LARG00;Alphonse-Large;MEYRIN;CH;;46.228714, 6.065263;N
CPEL01;La Chapelle;PLAN-LES-OUATES;CH;8593060;46.171021, 6.135481;Y
LAST00;Laconnex-Stand de tir;LACONNEX;CH;8592973;46.158707, 6.037779;Y
CPEV03;Le Beulet;CRANVES-SALES;FR;8595766;46.189503, 6.285966;N
LATU00;Prangins-La Tuilière;VAUD;CH;8588679;46.399273, 6.245561;N
CPEV06;Collège P. E. Victor;CRANVES-SALES;FR;8595766;46.188316, 6.285792;N
LAUB00;Aubert;GENÈVE;CH;8592849;46.192459, 6.163637;Y
CPLT98;Chantepoulet;GENÈVE;CH;8592801;46.20821, 6.143484;N
LAUB01;Aubert;GENÈVE;CH;8592849;46.192604, 6.163711;Y
CPLT99;Chantepoulet;GENÈVE;CH;8592801;46.208656, 6.140244;N
LAUB02;Aubert;GENÈVE;CH;8592849;46.191929, 6.163636;Y
CRBS99;Courbes;ANIÈRES;CH;8592623;46.280556, 6.22823;N
LAVE01;L'Avenir;PRESINGE;CH;8507420;46.217968, 6.237279;N
CRCD47;Confignon-Croisée(D);CONFIGNON;CH;8587386;46.178036, 6.088467;N
LAVI00;Laconnex-Village;LACONNEX;CH;8587074;46.156048, 6.036579;Y
CRCO00;Confignon-Croisée;CONFIGNON;CH;8587386;46.178661, 6.08897;Y
LAVI02;Laconnex-Village;LACONNEX;CH;8587074;46.155777, 6.03556;N
CRCO05;Confignon-Croisée;CONFIGNON;CH;8587386;46.178635, 6.088064;Y
LAVI03;Laconnex-Village;LACONNEX;CH;8587074;46.155754, 6.035534;N
CREC01;Nant-de-Crève-Coeur;VERSOIX;CH;8508290;46.274773, 6.160748;Y
LBRG00;Léon Bourgeois;VILLE-LA-GRAND;FR;8595809;46.202316, 6.251942;N
CREL01;Crest-d'El;COLLEX-BOSSY;CH;8503040;46.26651, 6.130353;Y
LBRU00;Les Bruyères;PLAN-LES-OUATES;CH;8593061;46.171192, 6.107543;N
CREN01;CO Renard;VERNIER;CH;8593147;46.196865, 6.093624;Y
LBUR01;Burgy;LANCY;CH;8592985;46.180599, 6.113349;Y
CRGE00;Carouge-Rondeau;CAROUGE;CH;8587437;46.179848, 6.138521;Y
LCAL01;La Calle;ONEX;CH;8593036;46.19199, 6.103278;N
CRGE03;Carouge-Rondeau;CAROUGE;CH;8587437;46.179783, 6.138807;N
LCHE00;Les Chênes;THÔNEX;CH;8593115;46.208603, 6.211426;N
CRGE05;Carouge-Rondeau;CAROUGE;CH;8587437;46.180794, 6.138366;N
LCOT01;Les Côtes;VILLE-LA-GRAND;FR;8595811;46.204605, 6.265082;N
CRGE09;Carouge-Rondeau;CAROUGE;CH;8587437;46.180664, 6.138281;Y
LECH00;Russin, Le Châtelet;RUSSIN;CH;8506518;46.202755, 6.020371;N
CRGE98;Carouge-Rondeau;CAROUGE;CH;8587437;46.180714, 6.138385;N
LECH02;Russin, Le Châtelet;RUSSIN;CH;8506518;46.199711, 6.01817;N
CRIN01;Gare de Vernier;GENÈVE;CH;8501007;46.221027, 6.093403;N
LEMA00;Léman;ANNEMASSE;FR;8507185;46.182274, 6.238221;N
CRNR01;Cornière;PUPLINGE;CH;8593083;46.208408, 6.240509;Y
LERO00;Le Rolliet;PLAN-LES-OUATES;CH;8592984;46.172054, 6.10975;N
CROI00;Croisette;VERNIER;CH;8593155;46.219093, 6.092413;N
LERO01;Le Rolliet;PLAN-LES-OUATES;CH;8592984;46.172611, 6.111472;N
CROI01;Croisette;VERNIER;CH;8593155;46.219051, 6.092881;N
LERO11;Le Rolliet;PLAN-LES-OUATES;CH;8592984;46.17141, 6.107965;Y
CRRY00;Crédery;SATIGNY;CH;8593095;46.21949, 6.022152;Y
LESE00;Les Esserts;VILLE-LA-GRAND;FR;8595813;46.198521, 6.26375;N
CRUP01;Creux-du-Loup;AVUSY;CH;8595011;46.152073, 5.996059;N
LESE99;Les Esserts;VILLE-LA-GRAND;FR;8595813;46.198399, 6.263748;N
CRVI00;Crevin;VEYRIER;CH;8593197;46.173351, 6.146329;N
LEVA00;Levant;ANNEMASSE;FR;8595901;46.196766, 6.240001;N
CRVY00;Crevy;VEIGY-FONCENEX;FR;;46.277061, 6.247393;N
LEVE00;Plage du Vengeron;PREGNY-CHAMBÉSY;CH;8507414;46.245895, 6.151999;Y
CRVY01;Crevy;VEIGY-FONCENEX;FR;;46.277096, 6.247288;N
LEVE01;Plage du Vengeron;PREGNY-CHAMBÉSY;CH;8507414;46.246304, 6.151693;N
CRXR01;Croix-Rouge;GENÈVE;CH;8592814;46.200077, 6.146706;N
LEVE02;Plage du Vengeron;PREGNY-CHAMBÉSY;CH;8507414;46.245609, 6.151168;N
CRXR02;Croix-Rouge;GENÈVE;CH;8592814;46.199665, 6.1477;N
LFOR01;Le-Fort;COLOGNY;CH;8592748;46.208931, 6.180409;Y
CSLB01;CS La Bécassière;VERSOIX;CH;8593183;46.295719, 6.155687;N
LGLI00;Lycée des Glières;ANNEMASSE;FR;8595820;46.190472, 6.242704;N
CSLB99;CS La Bécassière;VERSOIX;CH;8593183;46.291344, 6.154957;N
LHC4;Site LHC4;CHEVRY;FR;8587918;46.30423, 6.037782;N
CSPO00;Complexe Sportif;CRANVES-SALES;FR;8595768;46.184933, 6.281788;N
LHC6;Site LHC6;VERSONNEX;FR;8587918;46.293556, 6.111999;N
CSPR01;Ch. des Sports;GENÈVE;CH;8592800;46.205219, 6.114007;N
LHC8;Site LHC8;FERNEY-VOLTAIRE;FR;8587918;46.241428, 6.096036;N
CSSM01;Sous-Moulin;THÔNEX;CH;8593108;46.189392, 6.191431;N
LHCY98;Cessy-Les Hauts;CESSY;FR;1401679;46.327023, 6.06253;N
CSSM02;Sous-Moulin;THÔNEX;CH;8593108;46.189533, 6.191518;N
LIBR00;Libération;ANNEMASSE;FR;8595817;46.192135, 6.235687;N
CSSM03;Sous-Moulin;THÔNEX;CH;8593108;46.189186, 6.191461;N
LIBR02;Libération;ANNEMASSE;FR;8595817;46.192657, 6.2375;N
CSSM98;Sous-Moulin;THÔNEX;CH;8593108;46.189388, 6.191522;N
LNAN00;Les Nants;VETRAZ-MONTHOUX;FR;8595816;46.191044, 6.257628;N
CTGY01;Cartigny-Village;CARTIGNY;CH;8587038;46.173004, 6.020006;Y
LOCH00;En Louche;PERLY-CERTOUX;CH;8593047;46.15765, 6.097465;Y
CTIL01;Courtillets;LANCY;CH;8592981;46.182701, 6.119283;N
LOHO00;Lombard Hôpital;GENÈVE;CH;8592848;46.195488, 6.147033;N
CTMI00;Contamines;GENÈVE;CH;8592810;46.196323, 6.156382;Y
LOMB00;Lombard;GENÈVE;CH;8592848;46.195595, 6.147214;Y
CTMI01;Contamines;GENÈVE;CH;8592810;46.19574, 6.156188;Y
LOPLA01;Lossy Place;CRANVES-SALES;FR;;46.196854, 6.297833;N
CTMI02;Contamines;GENÈVE;CH;8592810;46.196194, 6.15566;Y
LOSI00;Louis Simon;GAILLARD;FR;8595819;46.190071, 6.212608;N
CTMI03;Contamines;GENÈVE;CH;8592810;46.195885, 6.155986;Y
LOUR01;La Loure;JUSSY;CH;8592964;46.235435, 6.260374;Y
CTNT00;Cottenets;BERNEX;CH;8592652;46.162422, 6.058841;Y
LOUR98;La Loure;JUSSY;CH;8592964;46.237846, 6.26244;N
CTRS00;Châtaignières;JUSSY;CH;8592961;46.241467, 6.296302;Y
LQUI00;Les Quibières;VEYRIER;CH;8593203;46.172928, 6.182366;Y
CTRS01;Châtaignières;JUSSY;CH;8592961;46.241543, 6.296236;Y
LRAP01;La Rape;VETRAZ-MONTHOUX;FR;8595806;46.182487, 6.272294;N
CTSP00;Centre Sportif;LE GRAND-SACONNEX;CH;;;N
LROC00;Livron commerces;ANNEMASSE;FR;;;N
CUNY98;Cugny;BARDONNEX;CH;;46.151859, 6.109742;N
LROC01;Livron commerces;ANNEMASSE;FR;;;N
CURI01;Curiades;BERNEX;CH;8592653;46.166122, 6.076499;N
LTOU00;La Tour;GAILLARD;FR;8595367;46.19162, 6.212793;N
CVIN00;Gare Cornavin;GENÈVE;CH;8587057;46.209896, 6.142624;N
LUCH01;Bernex-Luchepelet;BERNEX;CH;8508130;46.178551, 6.073638;Y
CVIN01;Gare Cornavin;GENÈVE;CH;8587057;46.210144, 6.142825;Y
LUCH03;Bernex-Luchepelet;BERNEX;CH;8508130;46.177914, 6.072993;Y
CVIN03;Gare Cornavin;GENÈVE;CH;8587057;46.210541, 6.141494;Y
LULY06;Lully-Croisée;BERNEX;CH;8587076;46.162773, 6.07077;Y
CVIN04;Gare Cornavin;GENÈVE;CH;8587057;46.209904, 6.141483;Y
LUPLA01;Lucinges Place;LUCINGES;FR;;46.191006, 6.3174;N
CVIN08;Gare Cornavin;GENÈVE;CH;8587057;46.209179, 6.141825;N
LVAL00;Valencien;THÔNEX;CH;8593116;46.196182, 6.206316;N
CVIN09;Gare Cornavin;GENÈVE;CH;8587057;46.208996, 6.139769;Y
LVRO01;Livron;VETRAZ-MONTHOUX;FR;8595794;46.186516, 6.251379;N
CVIN10;Gare Cornavin;GENÈVE;CH;8587057;46.209656, 6.141788;Y
LYIN01;Ferney-Lycée;FERNEY-VOLTAIRE;FR;1401739;46.264099, 6.114897;Y
CVIN17;Gare Cornavin;GENÈVE;CH;8587057;46.209824, 6.140707;N
LYON00;Lyon;GENÈVE;CH;8592850;46.209652, 6.138392;Y
CVIN18;Gare Cornavin;GENÈVE;CH;8587057;46.208878, 6.140199;Y
LYUN00;Louis-Yung;VERSOIX;CH;;46.289265, 6.158789;N
CVIN22;Gare Cornavin;GENÈVE;CH;8587057;46.21262, 6.142054;N
MACH01;Machéry;LE GRAND-SACONNEX;CH;8592946;46.243755, 6.130213;Y
CVIN85;Gare Cornavin;GENÈVE;CH;8587057;46.209717, 6.14155;N
MACH03;Machéry;LE GRAND-SACONNEX;CH;8592946;46.244019, 6.128767;Y
CVIN95;Gare Cornavin;GENÈVE;CH;8587057;46.209454, 6.142349;N
MACH98;Machéry;LE GRAND-SACONNEX;CH;8592946;46.24387, 6.129284;N
CVIN96;Gare Cornavin;GENÈVE;CH;8587057;46.209759, 6.142456;N
MACH99;Machéry;LE GRAND-SACONNEX;CH;8592946;46.244064, 6.128962;N
CVIN98;Gare Cornavin;GENÈVE;CH;8587057;46.209171, 6.140374;N
MACU00;Neydens-Macumba;NEYDENS;FR;;46.124268, 6.093448;N
CVRN02;Chevrens;ANIÈRES;CH;8595016;46.284168, 6.236623;N
MAGE00;Maison-Rouge;SATIGNY;CH;8593097;46.206051, 6.01886;Y
CVUE00;Claire-Vue;LANCY;CH;8592980;46.195313, 6.122708;Y
MAIL00;Maillard;MEYRIN;CH;8595026;46.228489, 6.065256;Y
CVUE01;Claire-Vue;LANCY;CH;8592980;46.195732, 6.121791;Y
MAIL01;Maillard;MEYRIN;CH;8595026;46.228729, 6.064938;Y
CXAB02;Croix d'Ambilly;AMBILLY;FR;1400019;46.191906, 6.224666;N
MAIP01;Mairie Parc;LE GRAND-SACONNEX;CH;;46.233665, 6.125389;N
CXAB99;Croix d'Ambilly;AMBILLY;FR;1400019;46.192501, 6.223629;N
MAIX00;Maisonnex;MEYRIN;CH;8593018;46.232243, 6.060015;Y
CXEC04;Collex-Ecole;COLLEX-BOSSY;CH;8592720;46.271358, 6.126287;N
MALA00;Malagnou;CHÊNE-BOUGERIES;CH;8587056;46.192871, 6.176271;Y
CXPO00;Collex-Poste;COLLEX-BOSSY;CH;;46.270779, 6.127413;N
MALA01;Malagnou;CHÊNE-BOUGERIES;CH;8587056;46.193432, 6.17666;Y
CYCM00;Cessy-Côte du Moralay;CESSY;FR;1401684;46.318008, 6.071538;Y
MALAST;Malagnou (stationnement);CHÊNE-BOUGERIES;CH;8587056;46.19268, 6.176199;N
CYDN00;Chancy-Douane;CHANCY;CH;8587477;46.144417, 5.965557;Y
MANC99;Mancy;COLLONGE-BELLERIVE;CH;8592736;46.243565, 6.203488;N
CYDN01;Chancy-Douane;CHANCY;CH;8587477;46.144638, 5.965952;Y
MAND00;Parking Mandement;MEYRIN;CH;8505463;46.228451, 6.057998;N
CYMA00;Cologny-Mairie;COLOGNY;CH;8587385;46.219296, 6.185185;Y
MANU01;Manufactures;PLAN-LES-OUATES;CH;8595036;46.164719, 6.105772;Y
CYMA01;Cologny-Mairie;COLOGNY;CH;8587385;46.219284, 6.184991;Y
MANU03;Manufactures;PLAN-LES-OUATES;CH;8595036;46.165089, 6.104766;N
CYNO01;Cynodrome;VERSOIX;CH;8595664;46.297592, 6.143519;N
MANUST;Manufactures Stationnement;PLAN-LES-OUATES;CH;8595036;46.164566, 6.103815;N
CYNT00;Cessy-Centre;CESSY;FR;1401678;46.31451, 6.066823;Y
MARC00;Marclay;COLLONGE-BELLERIVE;CH;8595053;46.233135, 6.20198;N
CYNT98;Cessy-Centre;CESSY;FR;1401678;46.314941, 6.06707;N
MARG01;Marguerite;ANIÈRES;CH;8592626;46.272827, 6.220551;Y
CYNT99;Cessy-Centre;GEX;FR;1401678;46.314831, 6.06611;N
MARR00;Vernier, Marriott;VERNIER;CH;8510968;46.220387, 6.104073;N
CYPR00;Cyprès;THÔNEX;CH;8593110;46.186306, 6.196086;Y
MART01;Martinet;GAILLARD;FR;8595827;46.182625, 6.201092;N
CYTE00;Cologny-Temple;COLOGNY;CH;8592752;46.216084, 6.181281;Y
MASS01;Massettes;LE GRAND-SACONNEX;CH;8592948;46.223335, 6.114059;Y
CYTE98;Cologny-Temple;COLOGNY;CH;8592752;46.214584, 6.184231;N
MATH01;Thônex-Mairie;THÔNEX;CH;8593117;46.188076, 6.198248;Y
CYUS00;Chancy-Usine;CHANCY;CH;8592690;46.156658, 5.981034;Y
MATI01;Martigny;CRANVES-SALES;FR;;46.201488, 6.306296;N
CZDN99;Croix-de-Rozon-Douane;BARDONNEX;CH;8587070;46.144455, 6.137169;N
MAZE01;Mazettes;VANDOEUVRES;CH;8593135;46.214352, 6.215146;Y
DADT01;Dardagny-Route de Malval;DARDAGNY;CH;8508036;46.199837, 5.984803;Y
MCON00;Maconnex-Arcades;ORNEX;FR;1402569;46.28548, 6.08571;Y
DARD00;Dardagny-Château;DARDAGNY;CH;8587055;46.19463, 5.994762;Y
MDRZ01;Moulins-de-Drize;PLAN-LES-OUATES;CH;8593062;46.167789, 6.140582;Y
DB00;Dépôt Bachet;LANCY;CH;;46.175346, 6.131608;Y
MDRZ03;Moulins-de-Drize;PLAN-LES-OUATES;CH;8593062;46.166901, 6.140302;N
DBAIR;Dépôt Bel-Air;GENÈVE;CH;;46.204845, 6.143477;N
MDRZ04;Moulins-de-Drize;PLAN-LES-OUATES;CH;8593062;46.167572, 6.139693;Y
DEFO00;Place Deffaugt;ANNEMASSE;FR;8595360;46.194927, 6.235947;N
MDRZ98;Moulins-de-Drize;PLAN-LES-OUATES;CH;;46.166836, 6.140133;N
DEFO03;Place Deffaugt;ANNEMASSE;FR;8595360;46.19532, 6.235654;N
MECA00;Meinier;MEINIER;CH;;46.246197, 6.233207;N
DELC00;Délices;GENÈVE;CH;8592816;46.205418, 6.131975;Y
MEGL00;Meinier-Eglise;MEINIER;CH;8593001;46.246552, 6.233835;Y
DELC01;Délices;GENÈVE;CH;8592816;46.205334, 6.13225;Y
MEMA00;Meyrin-Mairie;MEYRIN;CH;8595028;46.233459, 6.080481;Y
DELC04;Délices;GENÈVE;CH;8592816;46.205925, 6.132609;N
MEMA01;Meyrin-Mairie;MEYRIN;CH;8595028;46.233505, 6.080207;Y
DELC97;Délices;GENÈVE;CH;8592816;46.205158, 6.131379;N
MEPR02;Meinier-Pralys;MEINIER;CH;8593004;46.24345, 6.225604;N
DG00;Dépôt Bachet Gare;LANCY;CH;8592671;46.174282, 6.129812;N
MERV01;Mervelet;GENÈVE;CH;8592855;46.219639, 6.123041;Y
DGCAN;Dépôt Grange Canal;CHÊNE-BOURG;CH;;46.199615, 6.174715;N
MERV02;Mervelet;GENÈVE;CH;8592855;46.219841, 6.123111;N
DIGA00;Divonne-Gare;DIVONNE-LES-BAINS;FR;8579320;46.353512, 6.136755;N
MFER04;Machefer;VERSOIX;CH;8503046;46.272045, 6.140715;Y
DJ99;Dépôt Jonction;GENÈVE;CH;;46.044125, 6.146775;N
MGLA00;Morglas;VERNIER;CH;8593163;46.218513, 6.078067;N
DLAY00;Delay;VERNIER;CH;8593156;46.216824, 6.079081;Y
MGLA99;Morglas;VERNIER;CH;8593163;46.217819, 6.078598;N
DLAY01;Delay;VERNIER;CH;8593156;46.216682, 6.07924;Y
MGNE00;Montagne;CHÊNE-BOUGERIES;CH;8592697;46.204704, 6.199425;Y
DOLE00;Dôle;GENÈVE;CH;8592818;46.208862, 6.13153;Y
MGNE01;Montagne;CHÊNE-BOUGERIES;CH;8592697;46.204754, 6.199527;Y
DOMO00;Douane de Moillesulaz;THÔNEX;CH;;46.192223, 6.206974;N
MGNE98;Montagne;CHÊNE-BOUGERIES;CH;8592697;46.204346, 6.199057;N
DOUZ01;Chandouze;CRANVES-SALES;FR;8595758;46.217854, 6.307075;N
MGNEST;Montagne stationnement;CHÊNE-BOUGERIES;CH;8592697;46.20647, 6.200438;N
DPBE00;Dépôt navettes 14;BERNEX;CH;8592660;46.178528, 6.083629;N
MGRE01;Montalègre;COLOGNY;CH;8592749;46.221226, 6.180086;Y
DPGLO300;Dépôt Globe - Bois-de-Bay;SATIGNY;CH;;46.20015, 6.064889;N
MIDE01;Mon-Idée;PUPLINGE;CH;8593119;46.20409, 6.223358;Y
DPSETA00;Dépôt privé SCETA;;CH;;;N
MIDE02;Mon-Idée;PUPLINGE;CH;8593119;46.204731, 6.222152;Y
DPSHUT00;Dépôt privé Shuttle;;CH;;;N
MIES98;Mies-Gare;VAUD;CH;8596097;46.303688, 6.169867;N
DPVLIA00;Dépôt privé Véolia;;CH;;46.044125, 6.146775;N
MILE00;Miléant;GENÈVE;CH;8592858;46.204731, 6.127561;Y
DRIZ00;Drize;VEYRIER;CH;8595139;46.169605, 6.140357;Y
MINE99;Mines;GENÈVE;CH;8592859;46.222569, 6.149205;N
DS03;;;CH;;;N
MIRE_E;Miremont - Netplan;GENÈVE;CH;8592860;46.189194, 6.156084;N
DSIG00;Dépôt SIG;VERNIER;CH;;46.044125, 6.146775;N
MIRE01;Miremont;GENÈVE;CH;8592860;46.189125, 6.155968;N
DSTA00;Lycée De Staël;SAINT-JULIEN-EN-GENEVOIS;FR;1400361;46.141529, 6.072118;N
MISE00;Michel-Servet;GENÈVE;CH;8592857;46.193325, 6.151866;N
DUCH03;Dusonchet;ANNEMASSE;FR;8595776;46.187565, 6.245748;N
MLBA01;Moillebeau;GENÈVE;CH;8592861;46.220615, 6.129693;Y
DV00;Dépôt Vernier;VERNIER;CH;;46.21133, 6.104178;N
MLIN00;Le Moulin;DARDAGNY;CH;8592769;46.181492, 6.007338;Y
DWES01;De-Westerweller;VANDOEUVRES;CH;8593130;46.212383, 6.211354;Y
MLIN01;Le Moulin;DARDAGNY;CH;8592769;46.181381, 6.007249;Y
DZIPL;Dépôt ZIPLO;PLAN-LES-OUATES;CH;;46.166451, 6.102534;Y
MLRD01;Molard;GENÈVE;CH;8592862;46.204124, 6.14854;Y
EAUM03;Eaumorte-Hameau;AVULLY;CH;8592634;46.16325, 6.017505;N
MLUK00;M. Luther King;ANNEMASSE;FR;;46.198471, 6.238072;N
ECLA00;Troinex-Eclaireurs;TROINEX;CH;8508117;46.165798, 6.143393;N
MNEU00;Maisons-Neuves;CORSIER;CH;8592763;46.261368, 6.230329;Y
ECLA01;Troinex-Eclaireurs;TROINEX;CH;8508117;46.165104, 6.142695;N
MNEU02;Maisons-Neuves;CORSIER;CH;8592763;46.261356, 6.230316;N
ECOG00;Ecogia;VERSOIX;CH;8593185;46.291908, 6.154064;Y
MNEU97;Maisons-Neuves;CORSIER;CH;8592763;46.261341, 6.230187;N
ECOG01;Ecogia;VERSOIX;CH;8593185;46.291775, 6.154197;Y
MNEU98;Maisons-Neuves;CORSIER;CH;8592763;46.261967, 6.230795;N
ECUR00;Écureuil;VILLE-LA-GRAND;FR;8595777;46.203445, 6.250402;N
MO_A2;;GENÈVE;CH;;;N
ECURST;Écureuil Stationnement;VILLE-LA-GRAND;FR;8595777;46.203362, 6.249459;N
MO_B2;;GENÈVE;CH;;;N
EDEL00;Edelweiss;AMBILLY;FR;8595746;46.199619, 6.227539;N
MO_C1;;GENÈVE;CH;;;N
EDVA01;Vallet;ONEX;CH;8593031;46.184925, 6.091082;Y
MO_G1;;GENÈVE;CH;;;N
EDWE00;Edelweiss;GENÈVE;CH;;46.211941, 6.149514;N
MO_G2;;GENÈVE;CH;;;N
EFRA00;Ecole-Fraternité;AMBILLY;FR;8596018;46.196964, 6.22879;N
MOEL00;Moillesulaz;GAILLARD;FR;8595829;46.191746, 6.207842;N
EGRU00;Eglise Russe;GENÈVE;CH;8592820;46.198483, 6.152846;Y
